task_id,task_group,split
SingleLineInfilling/HumanEval/141/L12,HumanEval/141,train
SingleLineInfilling/HumanEval/141/L13,HumanEval/141,train
SingleLineInfilling/HumanEval/142/L0,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L1,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L2,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L3,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L4,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L5,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L6,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L7,HumanEval/142,train
SingleLineInfilling/HumanEval/142/L8,HumanEval/142,train
SingleLineInfilling/HumanEval/143/L0,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L1,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L2,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L3,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L4,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L5,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L6,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L7,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L8,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L9,HumanEval/143,test
SingleLineInfilling/HumanEval/143/L10,HumanEval/143,test
SingleLineInfilling/HumanEval/144/L0,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L1,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L2,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L3,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L4,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L5,HumanEval/144,train
SingleLineInfilling/HumanEval/144/L6,HumanEval/144,train
SingleLineInfilling/HumanEval/145/L0,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L1,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L2,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L3,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L4,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L5,HumanEval/145,train
SingleLineInfilling/HumanEval/145/L6,HumanEval/145,train
SingleLineInfilling/HumanEval/146/L1,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L2,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L3,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L4,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L5,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L6,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L7,HumanEval/146,calibration
SingleLineInfilling/HumanEval/146/L9,HumanEval/146,calibration
SingleLineInfilling/HumanEval/147/L0,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L1,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L2,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L3,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L4,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L5,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L6,HumanEval/147,train
SingleLineInfilling/HumanEval/147/L7,HumanEval/147,train
SingleLineInfilling/HumanEval/148/L0,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L1,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L2,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L3,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L4,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L5,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L6,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L7,HumanEval/148,train
SingleLineInfilling/HumanEval/148/L8,HumanEval/148,train
SingleLineInfilling/HumanEval/149/L0,HumanEval/149,test
SingleLineInfilling/HumanEval/149/L1,HumanEval/149,test
SingleLineInfilling/HumanEval/149/L2,HumanEval/149,test
SingleLineInfilling/HumanEval/149/L3,HumanEval/149,test
SingleLineInfilling/HumanEval/149/L4,HumanEval/149,test
SingleLineInfilling/HumanEval/149/L5,HumanEval/149,test
SingleLineInfilling/HumanEval/150/L0,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L1,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L2,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L3,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L4,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L5,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L6,HumanEval/150,train
SingleLineInfilling/HumanEval/150/L7,HumanEval/150,train
SingleLineInfilling/HumanEval/151/L0,HumanEval/151,train
SingleLineInfilling/HumanEval/152/L0,HumanEval/152,train
SingleLineInfilling/HumanEval/153/L0,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L1,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L2,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L3,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L4,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L5,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L6,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L8,HumanEval/153,test
SingleLineInfilling/HumanEval/153/L9,HumanEval/153,test
SingleLineInfilling/HumanEval/154/L0,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L1,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L2,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L3,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L4,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L5,HumanEval/154,validation
SingleLineInfilling/HumanEval/154/L6,HumanEval/154,validation
SingleLineInfilling/HumanEval/155/L0,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L1,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L2,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L3,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L4,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L5,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L6,HumanEval/155,calibration
SingleLineInfilling/HumanEval/155/L7,HumanEval/155,calibration
SingleLineInfilling/HumanEval/156/L0,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L1,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L2,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L3,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L4,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L5,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L6,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L7,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L8,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L9,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L10,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L11,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L12,HumanEval/156,train
SingleLineInfilling/HumanEval/156/L13,HumanEval/156,train
SingleLineInfilling/HumanEval/157/L0,HumanEval/157,train
SingleLineInfilling/HumanEval/158/L0,HumanEval/158,validation
SingleLineInfilling/HumanEval/159/L0,HumanEval/159,validation
SingleLineInfilling/HumanEval/159/L1,HumanEval/159,validation
SingleLineInfilling/HumanEval/159/L2,HumanEval/159,validation
SingleLineInfilling/HumanEval/159/L3,HumanEval/159,validation
SingleLineInfilling/HumanEval/160/L0,HumanEval/160,train
SingleLineInfilling/HumanEval/160/L1,HumanEval/160,train
SingleLineInfilling/HumanEval/160/L2,HumanEval/160,train
SingleLineInfilling/HumanEval/160/L3,HumanEval/160,train
SingleLineInfilling/HumanEval/161/L0,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L1,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L2,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L3,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L4,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L5,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L6,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L7,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L8,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L9,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L10,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L11,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L12,HumanEval/161,train
SingleLineInfilling/HumanEval/161/L13,HumanEval/161,train
SingleLineInfilling/HumanEval/162/L0,HumanEval/162,train
SingleLineInfilling/HumanEval/162/L1,HumanEval/162,train
SingleLineInfilling/HumanEval/163/L0,HumanEval/163,train
SingleLineInfilling/HumanEval/163/L1,HumanEval/163,train
SingleLineInfilling/HumanEval/163/L3,HumanEval/163,train
