row_key,task_group,length_bucket,fixed64_seed0_candidate_key,fixed64_seed0_canvas,fixed64_seed0_passed,ordinary_confidence_best_of_grid_candidate_key,ordinary_confidence_best_of_grid_canvas,ordinary_confidence_best_of_grid_passed,phase5_prefix_only_deterministic_proxy_candidate_key,phase5_prefix_only_deterministic_proxy_canvas,phase5_prefix_only_deterministic_proxy_passed,phase5_combined_deterministic_proxy_candidate_key,phase5_combined_deterministic_proxy_canvas,phase5_combined_deterministic_proxy_passed,fixed_score_only_abductive_selector_candidate_key,fixed_score_only_abductive_selector_canvas,fixed_score_only_abductive_selector_passed,best_of_8_oracle_ceiling_offline_only_candidate_key,best_of_8_oracle_ceiling_offline_only_canvas,best_of_8_oracle_ceiling_offline_only_passed
HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a,HumanEval/124,long,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4012:a604818fc8a4db6a|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa,HumanEval/124,extreme,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4013:4355d1f85d9759fa|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4014:da70795f373d28ef,HumanEval/124,extreme,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4014:da70795f373d28ef|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:4015:7e4665358b2afe78,HumanEval/124,extreme,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4015:7e4665358b2afe78|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:4016:6ec515e31338d33c,HumanEval/124,short,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4016:6ec515e31338d33c|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e,HumanEval/124,short,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4017:e0912ea9707fce5e|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4018:5d8b4d0701195028,HumanEval/124,medium,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4018:5d8b4d0701195028|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4,HumanEval/124,long,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4019:b24406e8f38cd1e4|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:401:f41259cbcb3c782e,HumanEval/14,long,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:401:f41259cbcb3c782e|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7,HumanEval/124,short,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4020:f9c48fe525c341e7|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a,HumanEval/124,short,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4021:f0ebe4e8ebf17a5a|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4022:5ca5615255030850,HumanEval/124,medium,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=128|seed=0,128,True,HumanEval-MultiLineInfilling:4022:5ca5615255030850|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a,HumanEval/124,short,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4023:3abd6e2e1eaebd3a|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4024:882cdb4444d552e4,HumanEval/124,medium,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4024:882cdb4444d552e4|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10,HumanEval/124,short,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4025:5bd2ab7b7f794b10|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c,HumanEval/125,short,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4026:45bb3f5235378b7c|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60,HumanEval/125,medium,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4027:a2b28caee3d14f60|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86,HumanEval/125,long,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4028:f4ae7f706e23bc86|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4029:2e15cc410c2052fd|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:402:240521630c3e94df,HumanEval/14,long,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:402:240521630c3e94df|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4030:490d5a7948ac1e63|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:4031:d5e06398e027fb92,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4031:d5e06398e027fb92|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4032:1495d6c41f866f20,HumanEval/125,short,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4032:1495d6c41f866f20|deployable_grid|canvas=64|seed=0,64,True
HumanEval-MultiLineInfilling:4033:714b5401e436e2d7,HumanEval/125,medium,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4033:714b5401e436e2d7|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656,HumanEval/125,long,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4034:79c1ab17d2f6b656|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:4035:7d199cd53b702668,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4035:7d199cd53b702668|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:4036:d972171bfb4ce503,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4036:d972171bfb4ce503|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5,HumanEval/125,short,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4037:8589e5c30268fbf5|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4038:29fce51689a144f5,HumanEval/125,long,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4038:29fce51689a144f5|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4039:0585d9413c311fa2,HumanEval/125,long,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4039:0585d9413c311fa2|deployable_grid|canvas=32|seed=0,32,True
HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62,HumanEval/14,medium,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:403:7dcf5b079ca44f62|deployable_grid|canvas=128|seed=0,128,True
HumanEval-MultiLineInfilling:4040:7c755f3ae8536271,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:4040:7c755f3ae8536271|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4,HumanEval/125,medium,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4041:8bc777ecc904d3a4|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4042:084299dc2f3435d8,HumanEval/125,medium,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=32|seed=0,32,True,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4042:084299dc2f3435d8|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=128|seed=0,128,False,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4043:96da9ca5bb9d72b4|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e,HumanEval/125,short,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=64|seed=0,64,True,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=16|seed=0,16,True,HumanEval-MultiLineInfilling:4044:b4f8ab07c339b29e|deployable_grid|canvas=16|seed=0,16,True
HumanEval-MultiLineInfilling:4045:36c3162957301931,HumanEval/125,extreme,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=32|seed=0,32,False,HumanEval-MultiLineInfilling:4045:36c3162957301931|deployable_grid|canvas=16|seed=0,16,False
HumanEval-MultiLineInfilling:4046:21c61e38e60f5777,HumanEval/125,long,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=16|seed=0,16,False,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=64|seed=0,64,False,HumanEval-MultiLineInfilling:4046:21c61e38e60f5777|deployable_grid|canvas=16|seed=0,16,False
